platform,region,feedback_text,clean_feedback_text,issue_category,star_rating,review_source,urgency,word_count
revolut,unknown,"Possibly the most bureaucratic, least user friendly app for transferring money. After numerous unsuccessful attempts, I ended up having to Venmo someone who to giving the cash to the person I was trying to send money to. Yikes.","possibly the most bureaucratic, least user friendly app for transferring money. after numerous unsuccessful attempts, i ended up having to venmo someone who to giving the cash to the person i was trying to send money to. yikes.",transaction_issues,1,appstore,High,38
revolut,unknown,"Requiring me to take a photo every time I login, when you already have my phone number, and ID copies?
Why can a massive banking company like Wells Fargo verify me with some emails, my ID, and my phone number, but you need a fresh picture just to sign into the app?
You have enough information to verify me.
You likely just want more data to monetize.
Hard pass.","requiring me to take a photo every time i login, when you already have my phone number, and id copies?
why can a massive banking company like wells fargo verify me with some emails, my id, and my phone number, but you need a fresh picture just to sign into the app?
you have enough information to verify me.
you likely just want more data to monetize.
hard pass.",kyc,1,appstore,Medium,65
revolut,unknown,"I made a gift to a friend's wedding account and started getting emails from Revolut.
They offered $40 to sign up and make a $5
purchase. So I signed up, made a $5 purchase, and never got $40. There is no way to talk to human for help, whatever, its a waste of time, I try to cancel my account. Its not even possible to cancel my account, because I have 24 cents in it! What a waste of my time","i made a gift to a friend's wedding account and started getting emails from revolut.
they offered $40 to sign up and make a $5
purchase. so i signed up, made a $5 purchase, and never got $40. there is no way to talk to human for help, whatever, its a waste of time, i try to cancel my account. its not even possible to cancel my account, because i have 24 cents in it! what a waste of my time",customer_support_experience,1,appstore,Medium,79
revolut,unknown,"I sent money abroad and over a quarter of it was taken in fees by intermediary banks.
Garbage.","i sent money abroad and over a quarter of it was taken in fees by intermediary banks.
garbage.",transaction_issues,1,appstore,High,17
revolut,unknown,"The fee you pay for paying in euros from dollars isn't great. If you do premium and you want to downgrade you pay 20 dollars.
Which they don't tell you upfront. Straight evil in my opinion.","the fee you pay for paying in euros from dollars isn't great. if you do premium and you want to downgrade you pay 20 dollars.
which they don't tell you upfront. straight evil in my opinion.",product_&_feature_feedback,2,appstore,Low,35
revolut,unknown,I would like an option to perform a mobile check deposit,i would like an option to perform a mobile check deposit,general_inquiries,3,appstore,Low,11
revolut,us,"My husband and I LOVE the idea of Revolut.
It would be perfect for our budgeting needs.
However, joint accounts are not available for U.S. accounts. Please please please release this feature for U.S. accounts. It would make our lives so much easier. We'd be life long account holders.","my husband and i love the idea of revolut.
it would be perfect for our budgeting needs.
however, joint accounts are not available for u.s. accounts. please please please release this feature for u.s. accounts. it would make our lives so much easier. we'd be life long account holders.",financial_products,3,appstore,Low,47
revolut,unknown,I was disappointed in the past about Revo as it failed to restore my money after a fb marketplace scam. But i appreciate the company and the app,i was disappointed in the past about revo as it failed to restore my money after a fb marketplace scam. but i appreciate the company and the app,refunds_&_reversals,3,appstore,Medium,28
revolut,unknown,Could you please add in payment scan QR code from screenshot? Thy,could you please add in payment scan qr code from screenshot? thy,general_inquiries,3,appstore,Low,12
revolut,unknown,I can't pay local services who have debit cards. I got Revolut precisely for that purpose. Is there a trick?,i can't pay local services who have debit cards. i got revolut precisely for that purpose. is there a trick?,cards_&_payment_instruments,2,appstore,High,20
revolut,unknown,Use this as a back-up card. Wise is my main card and Wise is great. Revolt has NO customer phone number to call. You do everthing by chat on the app. What happens if you lose your phone. For a company in 2025 not to have a custoner service phone number ia very odd.,use this as a back-up card. wise is my main card and wise is great. revolt has no customer phone number to call. you do everthing by chat on the app. what happens if you lose your phone. for a company in 2025 not to have a custoner service phone number ia very odd.,customer_support_experience,2,appstore,Medium,54
revolut,unknown,I've had this account for several years and was receiving payments from a single source each month. All of a sudden the source money can not be credited to my account and Revolut offers no explanation. They have become too laboriously bureaucratic and excessive in their nonsensical approach to KYC and AML. It's a shame that they turned down that ugly path as they held such promise. Revolut threatens to close your account if you don't produce non-existent documentation. It's just sad.,i've had this account for several years and was receiving payments from a single source each month. all of a sudden the source money can not be credited to my account and revolut offers no explanation. they have become too laboriously bureaucratic and excessive in their nonsensical approach to kyc and aml. it's a shame that they turned down that ugly path as they held such promise. revolut threatens to close your account if you don't produce non-existent documentation. it's just sad.,kyc,2,appstore,Medium,82
revolut,unknown,"Please bring back the edit option for references. This is what makes revolut different from others for me where i couldn't update or edit notes/references in other apps. I like to put on notes on the transactions and now i couldn't do this anymore. Please bring back that option.
Otherwise, its the same as using monzo at this point.","please bring back the edit option for references. this is what makes revolut different from others for me where i couldn't update or edit notes/references in other apps. i like to put on notes on the transactions and now i couldn't do this anymore. please bring back that option.
otherwise, its the same as using monzo at this point.",product_&_feature_feedback,4,appstore,Low,58
revolut,unknown,"The ""send money to my another account"" function is hard to find and not obvious. I have to ask the chat GPT every time.","the ""send money to my another account"" function is hard to find and not obvious. i have to ask the chat gpt every time.",product_&_feature_feedback,4,appstore,Low,24
revolut,unknown,"I was excited about Revolut after reading all the positive reviews (they were overwhelmingly positive even after sorting by
""Most recent,"" which gives a more accurate picture of an app than the ""Most helpful"" sort, which is most helpful to Apple and the creators of the app rather than to prospective users), but having now completed (most of) the account setup process, l'm dismayed: Revolut charges fees for almost everything that many real banks provide free, such as ATM access and a physical debit card. (The developers may respond to this saying the debit card is free, but that would be them hiding behind language: they don't say they charge you for the card per se, but they do charge a $2.99 delivery fee..which equals charging for the card.) Revolut charges $9.99 per month for an account with features comparable to those I get from Discover Bank for free, and offers another account tier for $16.99/month that gets you a metal debit card and several add-on services that have nothing to do with banking (mostly fitness classes and such...what??) and that themselves offer higher, paid tiers - so you're basically just paying to have Revolut market more products to you.
Revolut may be good for people with extra money to whom the appearances of buff bodies and metal debit cards are important, but it's not my thing and I do not recommend it.","i was excited about revolut after reading all the positive reviews (they were overwhelmingly positive even after sorting by
""most recent,"" which gives a more accurate picture of an app than the ""most helpful"" sort, which is most helpful to apple and the creators of the app rather than to prospective users), but having now completed (most of) the account setup process, l'm dismayed: revolut charges fees for almost everything that many real banks provide free, such as atm access and a physical debit card. (the developers may respond to this saying the debit card is free, but that would be them hiding behind language: they don't say they charge you for the card per se, but they do charge a $2.99 delivery fee..which equals charging for the card.) revolut charges $9.99 per month for an account with features comparable to those i get from discover bank for free, and offers another account tier for $16.99/month that gets you a metal debit card and several add-on services that have nothing to do with banking (mostly fitness classes and such...what??) and that themselves offer higher, paid tiers - so you're basically just paying to have revolut market more products to you.
revolut may be good for people with extra money to whom the appearances of buff bodies and metal debit cards are important, but it's not my thing and i do not recommend it.",product_&_feature_feedback,3,appstore,Low,231
revolut,unknown,"Revolut stocks section used to have this nice feature of P&L to show you how your position is doing since you bought it - now it's gone for no reason.
Bugs fixes are needed - yes, but don't call this an improvement, because it's not.","revolut stocks section used to have this nice feature of p&l to show you how your position is doing since you bought it - now it's gone for no reason.
bugs fixes are needed - yes, but don't call this an improvement, because it's not.",financial_products,3,appstore,Low,44
revolut,unknown,"I was able to fund this account only once for a developer that joined our team.
Wrote a rant on how frustrating my paid account is.
Finally reached a customer service agent, and increased my star rating and took out my rant.
I even kept my none paid account.
I'll wait six months to see if they can get banks and credit cards to improve funding
Revolut accounts.
Needless to say, excellent customer service once you get a human being.","i was able to fund this account only once for a developer that joined our team.
wrote a rant on how frustrating my paid account is.
finally reached a customer service agent, and increased my star rating and took out my rant.
i even kept my none paid account.
i'll wait six months to see if they can get banks and credit cards to improve funding
revolut accounts.
needless to say, excellent customer service once you get a human being.",general_inquiries,3,appstore,Low,74
revolut,unknown,"It takes a while for your bank deposit to be available to use on revolut, but other then that it's great","it takes a while for your bank deposit to be available to use on revolut, but other then that it's great",transaction_issues,4,appstore,High,21
revolut,unknown,"Thought this was a full-fledged checking.
Love the idea of being able to exchange & use foreign currency from the same account.
However, I was hoping to be able to use the debit card with my Robinhood account but it was rejected due to being a prepaid card.
What other bank offers a metal prepaid card?
I'm not paying $17/month for a prepaid card, especially when I don't travel abroad or use foreign currency. I was going to use it when traveling abroad but I might as just use a credit card. Prepaid? Really? For $17/month. & metal. That's honestly absurd. Will be closing my account soon. Not worth it.","thought this was a full-fledged checking.
love the idea of being able to exchange & use foreign currency from the same account.
however, i was hoping to be able to use the debit card with my robinhood account but it was rejected due to being a prepaid card.
what other bank offers a metal prepaid card?
i'm not paying $17/month for a prepaid card, especially when i don't travel abroad or use foreign currency. i was going to use it when traveling abroad but i might as just use a credit card. prepaid? really? for $17/month. & metal. that's honestly absurd. will be closing my account soon. not worth it.",cards_&_payment_instruments,3,appstore,High,106
revolut,unknown,"Only problem is fee for withdrawal, they say there are free ATM but i never found one.","only problem is fee for withdrawal, they say there are free atm but i never found one.",product_&_feature_feedback,4,appstore,Low,17
revolut,unknown,"Revolut has been a great tool for me, especially since I travel a lot. That said, I had a few issues receiving payments. My rating remains 4 stars until the problem is fixed.","revolut has been a great tool for me, especially since i travel a lot. that said, i had a few issues receiving payments. my rating remains 4 stars until the problem is fixed.",transaction_issues,4,appstore,High,33
wise,unknown,horrible app and company. it us suppose to tranfer quickly. but i have been waiting for over 7 days after multiple calls and chats they still have my money and no transfer. stay away from this app.,horrible app and company. it us suppose to tranfer quickly. but i have been waiting for over 7 days after multiple calls and chats they still have my money and no transfer. stay away from this app.,transaction_issues,1,playstore,High,37
wise,unknown,"it's changed a lot and its really hard to use, and I noticed they nickle and dime you now, charge you for every transactions, it's not the same as before. Charge you for using your own money, while they'remaking a profit lending your money, sounds familiar ? I have other online banking, and most of them don't charge you like Wise. They are nice to me when I put money in and change the terms and make me pay when I take money out. not very nice Wise. what happened to the Wise I knew? shop around.","it's changed a lot and its really hard to use, and i noticed they nickle and dime you now, charge you for every transactions, it's not the same as before. charge you for using your own money, while they'remaking a profit lending your money, sounds familiar ? i have other online banking, and most of them don't charge you like wise. they are nice to me when i put money in and change the terms and make me pay when i take money out. not very nice wise. what happened to the wise i knew? shop around.",product_&_feature_feedback,1,playstore,Low,97
wise,unknown,"I ordered a debit card on the 2nd and said it would be delivered via postal ( not UPS,FedEx, etc) basic local USPS come to find out it was delivered back. Because noone had been at the address to grab the mail from the postman. Says its for security reasons. I asked to get a refund or reship of a new card, amd they said they couldnt do it. No refund no new card, they just stole $10. swapping to a better solution. They lady wanted to help but they denied her. Wise isnt the company to use","i ordered a debit card on the 2nd and said it would be delivered via postal ( not ups,fedex, etc) basic local usps come to find out it was delivered back. because noone had been at the address to grab the mail from the postman. says its for security reasons. i asked to get a refund or reship of a new card, amd they said they couldnt do it. no refund no new card, they just stole $10. swapping to a better solution. they lady wanted to help but they denied her. wise isnt the company to use",cards_&_payment_instruments,1,playstore,High,98
wise,unknown,Wise refuses to perform valid chargebacks for their own incompetent understanding of VISA/Mastercard chargeback rules. They are not to be trusted.,wise refuses to perform valid chargebacks for their own incompetent understanding of visa/mastercard chargeback rules. they are not to be trusted.,cards_&_payment_instruments,1,playstore,High,21
wise,unknown,"This app is becoming worse. Don't like their new currency account layout but once you agreed to try the new layout, you can not rollback anymore! I really want the previous layout while I can see the jar and my main balance at the same time. Also recently they added a third page into the payment process, which shows every information you have already seen in the second page (payment info review page).","this app is becoming worse. don't like their new currency account layout but once you agreed to try the new layout, you can not rollback anymore! i really want the previous layout while i can see the jar and my main balance at the same time. also recently they added a third page into the payment process, which shows every information you have already seen in the second page (payment info review page).",product_&_feature_feedback,1,playstore,Low,73
wise,unknown,"STAY AWAY. Wise has been the worst banking experience of my life. I opened an account and happily used the funds while traveling. When trying to reload funds, it took hours of wasted time providing 3 bank letters authorizing Wise to take my funds to learn they find it illegal to take funds from a personal trust account. Wasted many hours with them but glad to close account as I get the same deal at another bank that earns reward points which Wise does not.","stay away. wise has been the worst banking experience of my life. i opened an account and happily used the funds while traveling. when trying to reload funds, it took hours of wasted time providing 3 bank letters authorizing wise to take my funds to learn they find it illegal to take funds from a personal trust account. wasted many hours with them but glad to close account as i get the same deal at another bank that earns reward points which wise does not.",account_access_&_security_issues,1,playstore,High,85
wise,unknown,"Failed on one basic but essential part of accounting: I got the virtual card via an ad while flying on business. Great to have ""free"" currency conversion and transactions overseas. Got home to do my accounts, every tx is recorded as ""selling"" GBP into a nebulous ""Wise coin"" and using that to ""buy"" EUR at hidden rates. No way to reconcile any GBP transaction with any EUR receipt. They said to download a tax invoice, 10 days wait, uninformative. No expenses for me! Now with Revolut, perfect.","failed on one basic but essential part of accounting: i got the virtual card via an ad while flying on business. great to have ""free"" currency conversion and transactions overseas. got home to do my accounts, every tx is recorded as ""selling"" gbp into a nebulous ""wise coin"" and using that to ""buy"" eur at hidden rates. no way to reconcile any gbp transaction with any eur receipt. they said to download a tax invoice, 10 days wait, uninformative. no expenses for me! now with revolut, perfect.",product_&_feature_feedback,1,playstore,Low,87
wise,unknown,"EDIT to remove 4 stars: The new app layout is a total disaster. it's been designed by people who don't use mobile devices. The previous one was simple, streamlined and efficient. one now has to scroll through endless different options between ""main accounts"" and others. Everything about the previous app and Transferwise was great. It's now a total mess.","edit to remove 4 stars: the new app layout is a total disaster. it's been designed by people who don't use mobile devices. the previous one was simple, streamlined and efficient. one now has to scroll through endless different options between ""main accounts"" and others. everything about the previous app and transferwise was great. it's now a total mess.",product_&_feature_feedback,1,playstore,Low,59
wise,nigeria,pls make this app available in Nigeria because I'm actually want to receive money from my friends and I don't have any international number at all,pls make this app available in nigeria because i'm actually want to receive money from my friends and i don't have any international number at all,product_&_feature_feedback,1,playstore,Low,26
wise,unknown,"Disappointed! The FB add indicates they have the lowest rates! This is totally untrue, in fact their rates are more than double other money transfer apps like Zoom, World Remit, Remitly, just to name a few! I would definitely not recommend signing up and using this app","disappointed! the fb add indicates they have the lowest rates! this is totally untrue, in fact their rates are more than double other money transfer apps like zoom, world remit, remitly, just to name a few! i would definitely not recommend signing up and using this app",product_&_feature_feedback,1,playstore,Low,47
wise,unknown,"Terrible support, don't listen to my problem just generic automatic messages, always pointing me to higher degree section of support and again nothing, I am waiting for my problem to be solved over 2 months now. I couldn't close my business account because I stopped using it 3 years ago, and I changed my address. I still had some funds in my business account and asked to move funds to wise personal account, and they still haven't done it, unbelievable extremely frustrated with them Don't recomme","terrible support, don't listen to my problem just generic automatic messages, always pointing me to higher degree section of support and again nothing, i am waiting for my problem to be solved over 2 months now. i couldn't close my business account because i stopped using it 3 years ago, and i changed my address. i still had some funds in my business account and asked to move funds to wise personal account, and they still haven't done it, unbelievable extremely frustrated with them don't recomme",financial_products,1,playstore,Low,86
wise,unknown,"I set up a transfer to a gcash account but according to the transaction history it's been sent to a bank account. And that it will be 2 days. Additionally, when I initiated the transaction with a debit card I was told it was declined even though I had sufficient funds, but also the funds were debited from my account.","i set up a transfer to a gcash account but according to the transaction history it's been sent to a bank account. and that it will be 2 days. additionally, when i initiated the transaction with a debit card i was told it was declined even though i had sufficient funds, but also the funds were debited from my account.",transaction_issues,1,playstore,High,60
wise,unknown,"changed review to 1 star. Wise did not notify me and state they sent me an email whilst I did not receive anything. wise restricted my account and then when i called them, the person handling the call made it out as if it is my fault for not checking the app or if im not managing my emails correctly. I had an emmergency, and I didnt need the cs agent to educate me on when to check the app. I asked for the matter to be resolved to which I was told i'll be sent an email. really!? need to switch..","changed review to 1 star. wise did not notify me and state they sent me an email whilst i did not receive anything. wise restricted my account and then when i called them, the person handling the call made it out as if it is my fault for not checking the app or if im not managing my emails correctly. i had an emmergency, and i didnt need the cs agent to educate me on when to check the app. i asked for the matter to be resolved to which i was told i'll be sent an email. really!? need to switch..",account_access_&_security_issues,1,playstore,High,102
wise,unknown,"They will discontinue your card unexpectedly without any warning in advance! They say, the cards are no longer supported in my country. And all the cards were closed, unexpectedly.","they will discontinue your card unexpectedly without any warning in advance! they say, the cards are no longer supported in my country. and all the cards were closed, unexpectedly.",cards_&_payment_instruments,1,playstore,High,29
wise,unknown,"I loved manual bank transfer more than this simple bank transfer, which involves manz steps especially remembering/typing IBAN.","i loved manual bank transfer more than this simple bank transfer, which involves manz steps especially remembering/typing iban.",product_&_feature_feedback,1,playstore,Low,18
wise,unknown,"I will not be verifying any photo ID, I've already done that when I first signed up. I will be uninstalling. My response is as follows: Sometimes? In all the time I have been a customer I only ever had to provide ID upon sign up and not ""sometimes update"" we do this in numerous ways. That is a false statement made by your app.","i will not be verifying any photo id, i've already done that when i first signed up. i will be uninstalling. my response is as follows: sometimes? in all the time i have been a customer i only ever had to provide id upon sign up and not ""sometimes update"" we do this in numerous ways. that is a false statement made by your app.",kyc,1,playstore,Medium,65
wise,unknown,"more a nd more expensive, even transfer within bank","more a nd more expensive, even transfer within bank",product_&_feature_feedback,1,playstore,Low,9
wise,unknown,cant even log in using google email account or via phone number even though i have an account already,cant even log in using google email account or via phone number even though i have an account already,account_access_&_security_issues,1,playstore,High,19
wise,unknown,can't transfer within a week. No human communication.,can't transfer within a week. no human communication.,transaction_issues,1,playstore,High,8
wise,unknown,Took $20 to set up...sent me $18 back...what the hell?,took $20 to set up...sent me $18 back...what the hell?,product_&_feature_feedback,1,playstore,Low,10
wise,unknown,"too many errors, network ""issues"", and geographically racist","too many errors, network ""issues"", and geographically racist",app_performance_&_bugs,2,playstore,Medium,8
wise,unknown,They were great until they kept introducing more and more fees.,they were great until they kept introducing more and more fees.,product_&_feature_feedback,2,playstore,Low,11
wise,unknown,For people that live in Asia with family abroad is difficult to search ways to adding money in wise acc and to send to family IT'S TOO DIFFICULT AND STRESSFUL! Fix this and explaining is so hard to understand.,for people that live in asia with family abroad is difficult to search ways to adding money in wise acc and to send to family it's too difficult and stressful! fix this and explaining is so hard to understand.,product_&_feature_feedback,2,playstore,Low,39
wise,unknown,"Money received by Wise, still not deposited in my bank after 2 days. Normally it takes 20 minutes","money received by wise, still not deposited in my bank after 2 days. normally it takes 20 minutes",transaction_issues,2,playstore,High,18
wise,unknown,the fees is very high and if i send to wallet account they have limit,the fees is very high and if i send to wallet account they have limit,product_&_feature_feedback,2,playstore,Low,15
wise,unknown,Transfer times keep increasing. What used to be instant now takes 3 days. The product has been going downhill for a while now. Tranfers get more expensive while service gets worse.,transfer times keep increasing. what used to be instant now takes 3 days. the product has been going downhill for a while now. tranfers get more expensive while service gets worse.,transaction_issues,2,playstore,High,31
wise,unknown,I am disappointed I need the money immediately this Christmas but since I made the transfer to my bank acct more than 24 hrs ago it still has not reached my bank acct. not like the previous transfer before Christmas is in the corner where it takes only seconds to reach.Why like this?,i am disappointed i need the money immediately this christmas but since i made the transfer to my bank acct more than 24 hrs ago it still has not reached my bank acct. not like the previous transfer before christmas is in the corner where it takes only seconds to reach.why like this?,transaction_issues,2,playstore,High,53
wise,unknown,it was an amazing app but it doesn't work tap and pay anymore cant add cards to Google wallet it use to work though hopefully can use online still ill update if it starts working again,it was an amazing app but it doesn't work tap and pay anymore cant add cards to google wallet it use to work though hopefully can use online still ill update if it starts working again,cards_&_payment_instruments,2,playstore,High,36
wise,unknown,they used to be good and I recommended them. Now their customer service is terrible. They don't communicate and it takes many many messages for them to understand simple concepts,they used to be good and i recommended them. now their customer service is terrible. they don't communicate and it takes many many messages for them to understand simple concepts,customer_support_experience,2,playstore,Medium,30
wise,unknown,"I allowed notifications so I can see transactions, but Wise abuses this by using notifications to promote their services. shame, great app, but I don't need ads and promotions. There's not much point in the app if you are targeting me with ads..","i allowed notifications so i can see transactions, but wise abuses this by using notifications to promote their services. shame, great app, but i don't need ads and promotions. there's not much point in the app if you are targeting me with ads..",product_&_feature_feedback,2,playstore,Low,43
wise,unknown,"...just wanted to load money on the card, no fx, and it charged me $49...my regular bank would have charged me cents.. time- constrained so had to go ahead,, very confusing app lots of trial and error..that's the last straw, I'm done with this app...","...just wanted to load money on the card, no fx, and it charged me $49...my regular bank would have charged me cents.. time- constrained so had to go ahead,, very confusing app lots of trial and error..that's the last straw, i'm done with this app...",refunds_&_reversals,2,playstore,Medium,45
wise,unknown,"Registered under referral, and got started in webpage. Once i downloaded this app, I couldn't log in via email or google in the app. The only reason given is ''Can't log in''. So far still couldnt login successfully, too much attempt, and I'm stucked. Pls help.","registered under referral, and got started in webpage. once i downloaded this app, i couldn't log in via email or google in the app. the only reason given is ''can't log in''. so far still couldnt login successfully, too much attempt, and i'm stucked. pls help.",account_access_&_security_issues,2,playstore,High,46
wise,unknown,"really dont know what happened since the recent update...the layout is much worse than before, and cant see different currency accounts easily like how it used to. please improve thanks","really dont know what happened since the recent update...the layout is much worse than before, and cant see different currency accounts easily like how it used to. please improve thanks",product_&_feature_feedback,2,playstore,Low,30
wise,unknown,Painful to setup. Shows name on wise and link account are the same but says they don't match. Wasted 2 hours trying to setup and now have to go to bank for supporting documents.,painful to setup. shows name on wise and link account are the same but says they don't match. wasted 2 hours trying to setup and now have to go to bank for supporting documents.,product_&_feature_feedback,2,playstore,Low,34
wise,unknown,"Thought the app was good until I transferred money for a transaction I set up earlier. they guaranteed the exchange rate but didn't tell me that rate had expired and didn't confirm the rate they were going to charge. Which was quite a bit lower. The guarantee time changes, sometimes they give 48 hours. but this time I only got 12 hours which makes it harder to remember the time that it expires because they only tell you how much time you have when you first set up the transaction.","thought the app was good until i transferred money for a transaction i set up earlier. they guaranteed the exchange rate but didn't tell me that rate had expired and didn't confirm the rate they were going to charge. which was quite a bit lower. the guarantee time changes, sometimes they give 48 hours. but this time i only got 12 hours which makes it harder to remember the time that it expires because they only tell you how much time you have when you first set up the transaction.",transaction_issues,2,playstore,High,90
wise,unknown,"I'm in a different country atm, so ideal if whattsapp is always an option to have code sent to.","i'm in a different country atm, so ideal if whattsapp is always an option to have code sent to.",product_&_feature_feedback,2,playstore,Low,19
wise,unknown,"sent messages twice still no reply, email or call or text me and I will change your scores","sent messages twice still no reply, email or call or text me and i will change your scores",customer_support_experience,2,playstore,Medium,18
wise,unknown,"Wise shows good rates on their calculator, when doing an actual transfer they suddenly add a dynamic charge that is a multiple of the fee shown on the previous screen.","wise shows good rates on their calculator, when doing an actual transfer they suddenly add a dynamic charge that is a multiple of the fee shown on the previous screen.",transaction_issues,2,playstore,High,30
wise,unknown,"Problems with the way fees are handled. I had a fee applied to my account. I was not notifyed...it was for 0.02 USD and could have easily been taken out of my jar or the card I have saved. Instead I almos lost my account, because I received no pop up notification, no mail, no nothing and I had a negative balance. OF 0.02 USD! Oh, and it is impossible to get to a chat. Just pages and pages of ""helpful"" blog posts! Just give me a chat!","problems with the way fees are handled. i had a fee applied to my account. i was not notifyed...it was for 0.02 usd and could have easily been taken out of my jar or the card i have saved. instead i almos lost my account, because i received no pop up notification, no mail, no nothing and i had a negative balance. of 0.02 usd! oh, and it is impossible to get to a chat. just pages and pages of ""helpful"" blog posts! just give me a chat!",product_&_feature_feedback,2,playstore,Low,88
wise,unknown,it is frustrating it takes too long to figure out how to get the money back into your account,it is frustrating it takes too long to figure out how to get the money back into your account,transaction_issues,2,playstore,High,19
wise,unknown,the auto return page after payment always lag and confusing,the auto return page after payment always lag and confusing,app_performance_&_bugs,2,playstore,Medium,10
wise,unknown,"Have been using Wise for many years now ans recently encounter a very serious issue that the our money went missing with remittance via Wise. We tried to contact customer care and only to find out that they were buying time to not proceed with investigation. I have been routed to reach out to receiving bank instead. After checking with all the parties, Wise refused to assist in this manner. I caution anyone after this incident. The remittance amount isn't small.","have been using wise for many years now ans recently encounter a very serious issue that the our money went missing with remittance via wise. we tried to contact customer care and only to find out that they were buying time to not proceed with investigation. i have been routed to reach out to receiving bank instead. after checking with all the parties, wise refused to assist in this manner. i caution anyone after this incident. the remittance amount isn't small.",transaction_issues,2,playstore,High,81
wise,unknown,"Getting app to display card details/pin is WAY TOO SLOW by today's standards! I have the latest update and a flagship phone so can't be for these reasons. I can't be waiting a whole 45 seconds every time I'm doing an online transaction, it's ridiculous! it's almost instant on Revolut!","getting app to display card details/pin is way too slow by today's standards! i have the latest update and a flagship phone so can't be for these reasons. i can't be waiting a whole 45 seconds every time i'm doing an online transaction, it's ridiculous! it's almost instant on revolut!",product_&_feature_feedback,2,playstore,Low,50
wise,unknown,It is a good app to send money but they made a change where I can't send MXN currency to Dollars which made it worse for me.,it is a good app to send money but they made a change where i can't send mxn currency to dollars which made it worse for me.,product_&_feature_feedback,2,playstore,Low,27
wise,unknown,if there is a problem with a transaction don't bother trying to use the Chat option to resolve it. In their systems the left and right hand don't communicate with each other very well.,if there is a problem with a transaction don't bother trying to use the chat option to resolve it. in their systems the left and right hand don't communicate with each other very well.,customer_support_experience,2,playstore,Medium,34
wise,unknown,"If you dont use it regularly, its mpossible to retrieve money if I need to reconnect my bank account. I sign in to my bank, it takes forever, then Wise says there's not enough, which clearly there is. Then it gets stuck. Very frustrating","if you dont use it regularly, its mpossible to retrieve money if i need to reconnect my bank account. i sign in to my bank, it takes forever, then wise says there's not enough, which clearly there is. then it gets stuck. very frustrating",account_access_&_security_issues,2,playstore,High,44
wise,unknown,it now requires you to provide personal information on your employment related details. why is this required? why is it not mentioned what the purpose of collecting this information is? I might have to consider not using your app for being intrusive and collecting personal information that goes beyond the requirements for transferring funds,it now requires you to provide personal information on your employment related details. why is this required? why is it not mentioned what the purpose of collecting this information is? i might have to consider not using your app for being intrusive and collecting personal information that goes beyond the requirements for transferring funds,product_&_feature_feedback,2,playstore,Low,54
wise,unknown,This app is just so confusing. it's really hard to tell which account is doing something from the other regardless of how simple the transaction should be.,this app is just so confusing. it's really hard to tell which account is doing something from the other regardless of how simple the transaction should be.,transaction_issues,2,playstore,High,27
wise,unknown,"On my new Samsung Galaxy Z Flip 7 the screen size is overlaid by the ""< / O / |||"" at the bottom of the screen so that I cannot confirm payment by pressing the bar Confirm. This also happens in Landscape mode. So there is some layout clash, either in your page refresh size, or, possibly, in the Flip 7 operating system. I am talking to Samsung Customer Services also.","on my new samsung galaxy z flip 7 the screen size is overlaid by the ""< / o / |||"" at the bottom of the screen so that i cannot confirm payment by pressing the bar confirm. this also happens in landscape mode. so there is some layout clash, either in your page refresh size, or, possibly, in the flip 7 operating system. i am talking to samsung customer services also.",product_&_feature_feedback,3,playstore,Low,71
wise,unknown,I tried many times on photo id. My selfie always blurred.,i tried many times on photo id. my selfie always blurred.,kyc,3,playstore,Medium,11
wise,unknown,"a lot of difficulty in using the app as a new user, but the support team helped enormously thank you","a lot of difficulty in using the app as a new user, but the support team helped enormously thank you",customer_support_experience,3,playstore,Medium,20
wise,unknown,Not very good service. Take much fee but take too much time for any transactions. sometime it take 24hour plus. it's not good. need to upgrade system.,not very good service. take much fee but take too much time for any transactions. sometime it take 24hour plus. it's not good. need to upgrade system.,transaction_issues,3,playstore,High,27
wise,unknown,"I have been with Wise for years and now that I am in Thailand and need money, the process has slowed down. Frustrating","i have been with wise for years and now that i am in thailand and need money, the process has slowed down. frustrating",app_performance_&_bugs,3,playstore,Medium,23
wise,unknown,"quite low exchange rate, plus higher fees compared other services made me lower rate after 4-5 years of usage.","quite low exchange rate, plus higher fees compared other services made me lower rate after 4-5 years of usage.",product_&_feature_feedback,3,playstore,Low,19
wise,unknown,"Very difficult to login, endless security questions, but quick in the end","very difficult to login, endless security questions, but quick in the end",product_&_feature_feedback,3,playstore,Low,12
wise,unknown,I sent fifty euros from another one of my accounts but I haven't received it yet. i want my money back please...,i sent fifty euros from another one of my accounts but i haven't received it yet. i want my money back please...,transaction_issues,3,playstore,High,22
wise,unknown,"Transfer fee even for local transaction is to high in my opinion, it should be free.","transfer fee even for local transaction is to high in my opinion, it should be free.",product_&_feature_feedback,3,playstore,Low,16
wise,unknown,Extremely easy to use and fast but I have to take a star off for the stupidly high minimum withdrawal amount as well as the cut that wise takes of international transfers is over 15% .... that's disgusting,extremely easy to use and fast but i have to take a star off for the stupidly high minimum withdrawal amount as well as the cut that wise takes of international transfers is over 15% .... that's disgusting,product_&_feature_feedback,3,playstore,Low,38
wise,unknown,The app is too slow sometimes.,the app is too slow sometimes.,app_performance_&_bugs,3,playstore,Medium,6
